"if_you_experience_symptoms_of_warning_signs,_which_specialist_would_you_consult?",do_you_know_what_is_a_brain_stroke?,how_soon_would_you_consult_a_specialist_after_experiencing_the_first_symptom?,"do_you_think_sudden_confusion_,trouble_speaking_or_understanding_speech_is_a_stroke_symptom?","do_you_think_sudden_numbness_or_weakness_of_face,_arm_or_leg_is_a_symptom_of_stroke?",do_you_think_sudden_nosebleed_is_a_stroke_of_symptom?,do_you_think_trouble_seeing_in_one_or_both_the_eyes_is_a_stroke_symptom?,age,gender,educational_level,salary,first_contact_after_experiencing_symptom,how_soon_treatment_should_be_taken_after_noticing_symptoms,where_to_go_after_experiencing_symptoms_of_brain_stroke,stroke_symptoms,risk_factors,what_advice_would_you_give_for_someone_experiencing_stroke_symptoms,score_specialist,score_know_stroke,score_action_first_symptom,score_confusion,score_numbness,score_nosebleed,score_vision,score_first_contact,score_urgency,score_location,score_symptoms,score_risk,score_advice,score_symptoms_combined,total_raw_score,symptom_awareness_score,awareness_score,awareness_category,awareness_specialist,awareness_know_stroke,awareness_action_first_symptom,awareness_symptom_checklist,awareness_first_contact,awareness_urgency,awareness_location,awareness_risk_factors,awareness_advice
Physician,Yes,Immediately,yes,yes,yes,yes,60+,Female,high school,not_specified,emergency_services,immediately,for_ct_scan_or_diagnostic,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender",other,2,1,2,1,1,0,1,4,2,0,3,4,0,21,80,8.4,6.9,Moderate Awareness,Moderate Awareness,High Awareness,High Awareness,High Awareness,High Awareness,High Awareness,Low Awareness,High Awareness,Low Awareness
Neurologist,Yes,Immediately,yes,yes,yes,yes,41-60,Female,high school,not_specified,hospital,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender",no_response,4,1,2,1,1,0,1,3,2,3,3,4,0,21,96,8.4,8.28,Moderate Awareness,High Awareness,High Awareness,High Awareness,High Awareness,Moderate Awareness,High Awareness,Moderate Awareness,High Awareness,Low Awareness
Neurologist,Yes,Within a day,yes,yes,yes,yes,26-40,Male,graduate,"2,00,001 - 4,00,000",family/friend,after_few_days_(2-3days_or_week),doctor_or_specialist,speech_or_confusion,"diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender",seek_medical_help,4,1,1,1,1,0,1,0,0,0,1,3,0,15,44,6.0,3.79,Low Awareness,High Awareness,High Awareness,Moderate Awareness,Moderate Awareness,Low Awareness,Low Awareness,Low Awareness,High Awareness,Low Awareness
Orthopedic,No,Within a day,yes,yes,yes,yes,41-60,Male,high school,"2,00,001 - 4,00,000",doctor,after_few_days_(2-3days_or_week),doctor_or_specialist,"speech_or_confusion,paralysis_or_weakness,vision_problems,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender",keep_the_person_calm,0,0,1,1,1,0,1,0,0,0,3,4,0,21,36,8.4,3.1,Low Awareness,Low Awareness,Low Awareness,Moderate Awareness,High Awareness,Low Awareness,Low Awareness,Low Awareness,High Awareness,Low Awareness
Neurologist,Yes,Within a day,yes,yes,yes,yes,41-60,Male,high school,"2,00,001 - 4,00,000",doctor,after_few_days_(2-3days_or_week),doctor_or_specialist,"speech_or_confusion,paralysis_or_weakness,vision_problems,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender",unaware,4,1,1,1,1,0,1,0,0,0,3,4,0,21,53,8.4,4.57,Low Awareness,High Awareness,High Awareness,Moderate Awareness,High Awareness,Low Awareness,Low Awareness,Low Awareness,High Awareness,Low Awareness
Physician,Yes,Within a day,yes,yes,yes,yes,41-60,Male,high school,"2,00,001 - 4,00,000",family/friend,after_few_days_(2-3days_or_week),other,"speech_or_confusion,paralysis_or_weakness,vision_problems,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender",keep_the_person_calm,2,1,1,1,1,0,1,0,0,0,3,4,0,21,47,8.4,4.05,Low Awareness,Moderate Awareness,High Awareness,Moderate Awareness,High Awareness,Low Awareness,Low Awareness,Low Awareness,High Awareness,Low Awareness
Physician,Yes,Immediately,yes,yes,yes,yes,26-40,Female,high school,"4,00,001 - 6,00,000",hospital,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender",keep_the_person_calm,2,1,2,1,1,0,1,3,2,3,3,4,0,21,90,8.4,7.76,Moderate Awareness,Moderate Awareness,High Awareness,High Awareness,High Awareness,Moderate Awareness,High Awareness,Moderate Awareness,High Awareness,Low Awareness
Physician,Yes,Immediately,yes,yes,yes,yes,60+,Female,high school,not_specified,emergency_services,no_response,other,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, Unaware",other,2,1,2,1,1,0,1,4,0,0,3,3,0,21,67,8.4,5.78,Low Awareness,Moderate Awareness,High Awareness,High Awareness,High Awareness,High Awareness,Low Awareness,Low Awareness,High Awareness,Low Awareness
Physician,Yes,Immediately,yes,yes,yes,yes,15-25,Female,high school,not_specified,family/friend,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, age_or_family_history_of_stroke_gender, Unaware",keep_the_person_calm,2,1,2,1,1,0,1,0,2,3,3,3,0,21,72,8.4,6.21,Moderate Awareness,Moderate Awareness,High Awareness,High Awareness,High Awareness,Low Awareness,High Awareness,Moderate Awareness,High Awareness,Low Awareness
"ENT (Ear, Nose, and Throat specialist)",No,Immediately,yes,yes,yes,yes,41-60,Female,graduate,not_specified,emergency_services,after_checkup _or_medical_tests,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache",age_or_family_history_of_stroke_gender,keep_the_person_calm,0,0,2,1,1,0,1,4,0,3,3,1,0,21,65,8.4,5.6,Low Awareness,Low Awareness,Low Awareness,High Awareness,High Awareness,High Awareness,Low Awareness,Moderate Awareness,Moderate Awareness,Low Awareness
Neurologist,No,Immediately,yes,yes,yes,yes,41-60,Female,graduate,not_specified,emergency_services,immediately,other,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, Unaware",call_emergency_services,4,0,2,1,1,0,1,4,2,0,3,3,3,21,84,8.4,7.24,Moderate Awareness,High Awareness,Low Awareness,High Awareness,High Awareness,High Awareness,High Awareness,Low Awareness,High Awareness,High Awareness
Yes,Yes,Immediately,yes,yes,yes,yes,15-25,Female,graduate,"2,00,001 - 4,00,000",emergency_services,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender",call_emergency_services,0,1,2,1,1,0,1,4,2,3,3,3,3,21,92,8.4,7.93,Moderate Awareness,Low Awareness,High Awareness,High Awareness,High Awareness,High Awareness,High Awareness,Moderate Awareness,High Awareness,High Awareness
Orthopedic,Yes,Immediately,yes,yes,yes,yes,41-60,Female,graduate,not_specified,emergency_services,immediately,other,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",call_emergency_services,0,1,2,1,1,0,1,4,2,0,3,4,3,21,80,8.4,6.9,Moderate Awareness,Low Awareness,High Awareness,High Awareness,High Awareness,High Awareness,High Awareness,Low Awareness,High Awareness,High Awareness
Neurologist,Yes,Immediately,yes,yes,yes,yes,26-40,Female,high school,"2,00,001 - 4,00,000",family/friend,immediately,hospital_or_medical_centre,"paralysis_or_weakness,vision_problems,dizziness","diabetes_or_obesity, Unaware",other,4,1,2,1,1,0,1,0,2,3,2,1,0,18,69,7.2,5.95,Low Awareness,High Awareness,High Awareness,High Awareness,Moderate Awareness,Low Awareness,High Awareness,Moderate Awareness,Moderate Awareness,Low Awareness
"ENT (Ear, Nose, and Throat specialist)",Yes,Immediately,yes,yes,yes,yes,26-40,Female,graduate,"2,00,001 - 4,00,000",emergency_services,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",other,0,1,2,1,1,0,1,4,2,3,3,4,0,21,89,8.4,7.67,Moderate Awareness,Low Awareness,High Awareness,High Awareness,High Awareness,High Awareness,High Awareness,Moderate Awareness,High Awareness,Low Awareness
Physician,Yes,Immediately,yes,yes,yes,yes,41-60,Female,other,not_specified,family/friend,no_response,emergency_services,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",call_emergency_services,2,1,2,1,1,0,1,0,0,4,3,4,3,21,76,8.4,6.55,Moderate Awareness,Moderate Awareness,High Awareness,High Awareness,High Awareness,Low Awareness,Low Awareness,High Awareness,High Awareness,High Awareness
Physician,Yes,Immediately,yes,yes,yes,yes,15-25,Female,undergraduate,not_specified,emergency_services,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",avoid_food_or_drink_sleep,2,1,2,1,1,0,1,4,2,3,3,4,0,21,95,8.4,8.19,Moderate Awareness,Moderate Awareness,High Awareness,High Awareness,High Awareness,High Awareness,High Awareness,Moderate Awareness,High Awareness,Low Awareness
Orthopedic,Yes,Immediately,yes,yes,yes,yes,15-25,Male,high school,not_specified,doctor,no_response,other,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender",avoid_food_or_drink_sleep,0,1,2,1,1,0,1,0,0,0,3,4,0,21,44,8.4,3.79,Low Awareness,Low Awareness,High Awareness,High Awareness,High Awareness,Low Awareness,Low Awareness,Low Awareness,High Awareness,Low Awareness
"ENT (Ear, Nose, and Throat specialist)",Yes,Immediately,yes,yes,yes,yes,41-60,Male,high school,"2,00,001 - 4,00,000",emergency_services,immediately,for_ct_scan_or_diagnostic,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender",seek_medical_help,0,1,2,1,1,0,1,4,2,0,3,4,0,21,74,8.4,6.38,Moderate Awareness,Low Awareness,High Awareness,High Awareness,High Awareness,High Awareness,High Awareness,Low Awareness,High Awareness,Low Awareness
Physician,Yes,Within a day,yes,yes,yes,yes,41-60,Female,graduate,not_specified,family/friend,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",no_response,2,1,1,1,1,0,1,0,2,3,3,4,0,21,72,8.4,6.21,Moderate Awareness,Moderate Awareness,High Awareness,Moderate Awareness,High Awareness,Low Awareness,High Awareness,Moderate Awareness,High Awareness,Low Awareness
Neurologist,Yes,Immediately,yes,yes,yes,yes,41-60,Male,high school,"2,00,001 - 4,00,000",emergency_services,no_response,other,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, Unaware",other,4,1,2,1,1,0,1,4,0,0,3,3,0,21,73,8.4,6.29,Moderate Awareness,High Awareness,High Awareness,High Awareness,High Awareness,High Awareness,Low Awareness,Low Awareness,High Awareness,Low Awareness
Physician,Yes,Immediately,yes,yes,yes,yes,60+,Female,other,not_specified,emergency_services,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",avoid_food_or_drink_sleep,2,1,2,1,1,0,1,4,2,3,3,4,0,21,95,8.4,8.19,Moderate Awareness,Moderate Awareness,High Awareness,High Awareness,High Awareness,High Awareness,High Awareness,Moderate Awareness,High Awareness,Low Awareness
Neurologist,Yes,Immediately,yes,yes,yes,yes,26-40,Female,high school,"2,00,001 - 4,00,000",doctor,immediately,doctor_or_specialist,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness",diabetes_or_obesity,no_response,4,1,2,1,1,0,1,0,2,0,3,1,0,21,57,8.4,4.91,Low Awareness,High Awareness,High Awareness,High Awareness,High Awareness,Low Awareness,High Awareness,Low Awareness,Moderate Awareness,Low Awareness
Physician,No,Immediately,yes,yes,yes,yes,15-25,Female,graduate,"2,00,001 - 4,00,000",emergency_services,immediately,hospital_or_medical_centre,"speech_or_confusion,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",no_response,2,0,2,1,1,0,1,4,2,3,2,4,0,18,87,7.2,7.5,Moderate Awareness,Moderate Awareness,Low Awareness,High Awareness,Moderate Awareness,High Awareness,High Awareness,Moderate Awareness,High Awareness,Low Awareness
Physician,No,Immediately,yes,yes,yes,yes,15-25,Female,high school,not_specified,emergency_services,immediately,hospital_or_medical_centre,"speech_or_confusion,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",keep_the_person_calm,2,0,2,1,1,0,1,4,2,3,2,4,0,18,87,7.2,7.5,Moderate Awareness,Moderate Awareness,Low Awareness,High Awareness,Moderate Awareness,High Awareness,High Awareness,Moderate Awareness,High Awareness,Low Awareness
Physician,Yes,Within a day,yes,yes,yes,yes,26-40,Female,graduate,"2,00,001 - 4,00,000",doctor,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",seek_medical_help,2,1,1,1,1,0,1,0,2,3,3,4,0,21,72,8.4,6.21,Moderate Awareness,Moderate Awareness,High Awareness,Moderate Awareness,High Awareness,Low Awareness,High Awareness,Moderate Awareness,High Awareness,Low Awareness
Physician,Yes,Immediately,yes,yes,yes,yes,26-40,Male,high school,"2,00,001 - 4,00,000",emergency_services,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs",keep_the_person_calm,2,1,2,1,1,0,1,4,2,3,3,3,0,21,92,8.4,7.93,Moderate Awareness,Moderate Awareness,High Awareness,High Awareness,High Awareness,High Awareness,High Awareness,Moderate Awareness,High Awareness,Low Awareness
Physician,Yes,Immediately,yes,yes,yes,yes,41-60,Male,high school,"2,00,001 - 4,00,000",emergency_services,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, Unaware",call_emergency_services,2,1,2,1,1,0,1,4,2,3,3,3,3,21,98,8.4,8.45,Moderate Awareness,Moderate Awareness,High Awareness,High Awareness,High Awareness,High Awareness,High Awareness,Moderate Awareness,High Awareness,High Awareness
Neurologist,Yes,Immediately,yes,yes,yes,yes,41-60,Female,undergraduate,not_specified,emergency_services,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",no_response,4,1,2,1,1,0,1,4,2,3,3,4,0,21,101,8.4,8.71,High Awareness,High Awareness,High Awareness,High Awareness,High Awareness,High Awareness,High Awareness,Moderate Awareness,High Awareness,Low Awareness
Neurologist,No,Within a day,yes,yes,yes,yes,41-60,Female,high school,not_specified,emergency_services,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs",no_response,4,0,1,1,1,0,1,4,2,3,3,3,0,21,90,8.4,7.76,Moderate Awareness,High Awareness,Low Awareness,Moderate Awareness,High Awareness,High Awareness,High Awareness,Moderate Awareness,High Awareness,Low Awareness
Neurologist,No,Immediately,yes,yes,yes,yes,41-60,Female,undergraduate,not_specified,emergency_services,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",no_response,4,0,2,1,1,0,1,4,2,3,3,4,0,21,96,8.4,8.28,Moderate Awareness,High Awareness,Low Awareness,High Awareness,High Awareness,High Awareness,High Awareness,Moderate Awareness,High Awareness,Low Awareness
Physician,Yes,Immediately,yes,yes,yes,yes,15-25,Male,undergraduate,not_specified,emergency_services,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, Unaware",no_response,2,1,2,1,1,0,1,4,2,3,3,3,0,21,92,8.4,7.93,Moderate Awareness,Moderate Awareness,High Awareness,High Awareness,High Awareness,High Awareness,High Awareness,Moderate Awareness,High Awareness,Low Awareness
Physician,Yes,Within a day,yes,yes,yes,yes,41-60,Male,undergraduate,"2,00,001 - 4,00,000",doctor,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, Unaware",no_response,2,1,1,1,1,0,1,0,2,3,3,3,0,21,69,8.4,5.95,Low Awareness,Moderate Awareness,High Awareness,Moderate Awareness,High Awareness,Low Awareness,High Awareness,Moderate Awareness,High Awareness,Low Awareness
Physician,Yes,Within a day,yes,yes,yes,yes,41-60,Male,graduate,"2,00,001 - 4,00,000",doctor,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","diabetes_or_obesity, smoking_or_alcohol_or_drugs, Unaware",no_response,2,1,1,1,1,0,1,0,2,3,3,2,0,21,66,8.4,5.69,Low Awareness,Moderate Awareness,High Awareness,Moderate Awareness,High Awareness,Low Awareness,High Awareness,Moderate Awareness,Moderate Awareness,Low Awareness
Physician,No,Within a week,maybe,no,maybe,maybe,0-15,Male,high school,"4,00,001 - 6,00,000",no_response,no_response,Unknown /No Response,no_response,Unaware,unaware,2,0,0,0,0,1,0,0,0,0,0,0,0,2,8,0.8,0.69,Low Awareness,Moderate Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness
Physician,No,Immediately,yes,yes,yes,yes,41-60,Male,other,"2,00,001 - 4,00,000",doctor,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, Unaware",call_emergency_services,2,0,2,1,1,0,1,0,2,3,3,3,3,21,73,8.4,6.29,Moderate Awareness,Moderate Awareness,Low Awareness,High Awareness,High Awareness,Low Awareness,High Awareness,Moderate Awareness,High Awareness,High Awareness
